fulltitle,year_x,rank_x,title_x,artist_x,title_lower,date,year_y,title_y,simple_title,artist_y,main_artist,peak_pos,last_pos,weeks,rank_y,change,spotify_link,spotify_id,video_link,genre,broad_genre,analysis_url,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,lyrics
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky"

2.Blurred Lines- Robin Thicke (featuring T.I. and Pharrell),2013,2,Blurred Lines, Robin Thicke (featuring T.I. and Pharrell),blurred lines,3/29/14,2014.0,Blurred Lines,blurred lines,robin thicke,robin thicke,1.0,43.0,48.0,48.0,-5,https://embed.spotify.com/?uri=spotify:track:0XzkemXSiXJa7VgDFPfU4S,0XzkemXSiXJa7VgDFPfU4S,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71300454,"[u'dance pop', u'hip pop', u'neo soul', u'pop', u'r&b', u'urban contemporary']",r&b,https://api.spotify.com/v1/audio-analysis/0XzkemXSiXJa7VgDFPfU4S,0.503,0.0761,119.998,0.0494,0.00453,1.87E-05,4,0.862,7,263053,-7.703,0.863,1,"Everybody, get up
Everybody, get up (hey, hey, hey)
Hey, hey, hey
Hey, hey, hey
(Turn it up)

If you can't hear what I'm trying to say
If you can't read from the same page
Maybe I'm going deaf (hey, hey, hey)
Maybe I'm going blind (hey, hey, hey)
Maybe I'm out my mind (hey, hey, hey)

Okay, now he was close
Tried to domesticate you
But you're an animal
Baby, it's in your nature (meow)

Just let me liberate you (hey, hey, hey)
You don't need no papers (hey, hey, hey)
That man is not your maker (hey, hey, hey)
And that's why I'm gon' take a

Good girl
I know you want it
I know you want it
I know you want it
You're a good girl
Can't let it get past me
You're far from plastic
Talk about getting blasted

I hate these blurred lines
I know you want it
I know you want it
I know you want it
But you're a good girl
The way you grab me
Must wanna get nasty
Go ahead, get at me

What do they make dreams for when you got them jeans on?
What do we need steam for?
You the hottest bitch in this place

I feel so lucky (hey, hey, hey)
You wanna hug me (hey, hey, hey)
What rhymes with hug me? (hey, hey, hey)
Hey! (Everybody, get up)

Okay, now he was close
Tried to domesticate you
But you're an animal
Baby, it's in your nature

Just let me liberate you (hey, hey, hey)
You don't need no papers (hey, hey, hey)
That man is not your maker (hey, hey, hey)
And that's why I'm gon' take a

Good girl
I know you want it
I know you want it
I know you want it
You're a good girl
Can't let it get past me
You're far from plastic
Talk about getting blasted

I hate these blurred lines (I hate them lines)
I know you want it (I hate them lines)
I know you want it (I hate them lines)
I know you want it
But you're a good girl
The way you grab me
Must wanna get nasty
Go ahead, get at me

One thing I ask of you
Let me be the one you back that ass up to (come on)
Go, from Malibu to Paris, boo
Yeah, had a bitch, but she ain't bad as you

So, hit me up when you pass through
I'll give you something big enough to tear your ass in two
Swag on 'em even when you dress casual
I mean, it's almost unbearable

In a hundred years not dare, would I?
Pull a Pharcyde, let you pass me by
Nothing like your last guy, he too square for you
He don't smack that ass and pull your hair for you (you like it)

So I'm just watching and waiting
For you to salute the truly pimping
Not many women can refuse this pimping
I'm a nice guy, but don't get confused, this pimping

Shake your rump
Get down, get up-a
Do it like it hurt, like it hurt
What you don't like work?
Hey! (Everybody, get up)

Baby, can you breathe?
I got this from Jamaica
It always works for me
Dakota to Decatur

No more pretending (hey, hey, hey)
'Cause now you winning (hey, hey, hey)
Here's our beginning (hey, hey, hey)
I always wanted a

Good girl
I know you want it
I know you want it
I know you want it
You're a good girl
Can't let it get past me
You're far from plastic
Talk about getting blasted

I hate these blurred lines
I know you want it
I know you want it
I know you want it
But you're a good girl
The way you grab me
Must wanna get nasty
Go ahead, get at me

Everybody, get up
Everybody, get up
Hey, hey, hey
Hey, hey, hey
Hey, hey, hey"

2.Blurred Lines- Robin Thicke (featuring T.I. and Pharrell),2013,2,Blurred Lines, Robin Thicke (featuring T.I. and Pharrell),blurred lines,5/4/13,2013.0,Blurred Lines,blurred lines,robin thicke,robin thicke,94.0,0.0,1.0,94.0,New,https://embed.spotify.com/?uri=spotify:track:0XzkemXSiXJa7VgDFPfU4S,0XzkemXSiXJa7VgDFPfU4S,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71300454,"[u'dance pop', u'hip pop', u'neo soul', u'pop', u'r&b', u'urban contemporary']",r&b,https://api.spotify.com/v1/audio-analysis/0XzkemXSiXJa7VgDFPfU4S,0.503,0.0761,119.998,0.0494,0.00453,1.87E-05,4,0.862,7,263053,-7.703,0.863,1,"Everybody, get up
Everybody, get up (hey, hey, hey)
Hey, hey, hey
Hey, hey, hey
(Turn it up)

If you can't hear what I'm trying to say
If you can't read from the same page
Maybe I'm going deaf (hey, hey, hey)
Maybe I'm going blind (hey, hey, hey)
Maybe I'm out my mind (hey, hey, hey)

Okay, now he was close
Tried to domesticate you
But you're an animal
Baby, it's in your nature (meow)

Just let me liberate you (hey, hey, hey)
You don't need no papers (hey, hey, hey)
That man is not your maker (hey, hey, hey)
And that's why I'm gon' take a

Good girl
I know you want it
I know you want it
I know you want it
You're a good girl
Can't let it get past me
You're far from plastic
Talk about getting blasted

I hate these blurred lines
I know you want it
I know you want it
I know you want it
But you're a good girl
The way you grab me
Must wanna get nasty
Go ahead, get at me

What do they make dreams for when you got them jeans on?
What do we need steam for?
You the hottest bitch in this place

I feel so lucky (hey, hey, hey)
You wanna hug me (hey, hey, hey)
What rhymes with hug me? (hey, hey, hey)
Hey! (Everybody, get up)

Okay, now he was close
Tried to domesticate you
But you're an animal
Baby, it's in your nature

Just let me liberate you (hey, hey, hey)
You don't need no papers (hey, hey, hey)
That man is not your maker (hey, hey, hey)
And that's why I'm gon' take a

Good girl
I know you want it
I know you want it
I know you want it
You're a good girl
Can't let it get past me
You're far from plastic
Talk about getting blasted

I hate these blurred lines (I hate them lines)
I know you want it (I hate them lines)
I know you want it (I hate them lines)
I know you want it
But you're a good girl
The way you grab me
Must wanna get nasty
Go ahead, get at me

One thing I ask of you
Let me be the one you back that ass up to (come on)
Go, from Malibu to Paris, boo
Yeah, had a bitch, but she ain't bad as you

So, hit me up when you pass through
I'll give you something big enough to tear your ass in two
Swag on 'em even when you dress casual
I mean, it's almost unbearable

In a hundred years not dare, would I?
Pull a Pharcyde, let you pass me by
Nothing like your last guy, he too square for you
He don't smack that ass and pull your hair for you (you like it)

So I'm just watching and waiting
For you to salute the truly pimping
Not many women can refuse this pimping
I'm a nice guy, but don't get confused, this pimping

Shake your rump
Get down, get up-a
Do it like it hurt, like it hurt
What you don't like work?
Hey! (Everybody, get up)

Baby, can you breathe?
I got this from Jamaica
It always works for me
Dakota to Decatur

No more pretending (hey, hey, hey)
'Cause now you winning (hey, hey, hey)
Here's our beginning (hey, hey, hey)
I always wanted a

Good girl
I know you want it
I know you want it
I know you want it
You're a good girl
Can't let it get past me
You're far from plastic
Talk about getting blasted

I hate these blurred lines
I know you want it
I know you want it
I know you want it
But you're a good girl
The way you grab me
Must wanna get nasty
Go ahead, get at me

Everybody, get up
Everybody, get up
Hey, hey, hey
Hey, hey, hey
Hey, hey, hey"

3.Happy- Pharrell Williams,2013,3,Happy, Pharrell Williams,happy,12/6/14,2014.0,Happy,happy,pharrell williams,pharrell williams,1.0,37.0,47.0,50.0,-13,https://embed.spotify.com/?uri=spotify:track:7kyC8L1OaQTCiGUaRr66Tf,7kyC8L1OaQTCiGUaRr66Tf,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USSM21302490,"[u'dance pop', u'hip hop', u'pop', u'pop rap', u'r&b', u'rap', u'urban contemporary']",pop,https://api.spotify.com/v1/audio-analysis/7kyC8L1OaQTCiGUaRr66Tf,0.855,0.155,159.87,0.1,0.79,0,4,0.584,5,232578,-2.874,0.807,0,"It might seem crazy what I am about to say
Sunshine she's here, you can take a break
I'm a hot air balloon that could go to space
With the air, like I don't care baby by the way

Because I'm happy
Clap along if you feel like a room without a roof
Because I'm happy
Clap along if you feel like happiness is the truth
Because I'm happy
Clap along if you know what happiness is to you
Because I'm happy
Clap along if you feel like that's what you wanna do

Here come bad news talking this and that
Yeah, give me all you got, don't hold back
Yeah, well I should probably warn you I'll be just fine
Yeah, no offense to you don't waste your time
Here's why:

(Because I'm happy)
Clap along if you feel like a room without a roof
(Because I'm happy)
Clap along if you feel like happiness is the truth
(Because I'm happy)
Clap along if you know what happiness is to you
(Because I'm happy)
Clap along if you feel like that's what you wanna do

Happy, come on, bring me down
Happy, come on, bring me down
My Love is too high to bring me down
Can't nothing, bring me down
I said bring me down
Can't nothing, bring me down
My Love is too high to bring me down
Can't nothing, bring me down
I said:

(Because I'm happy)
Clap along if you feel like a room without a roof
(Because I'm happy)
Clap along if you feel like happiness is the truth
(Because I'm happy)
Clap along if you know what happiness is to you
(Because I'm happy)
Clap along if you feel like that's what you wanna do

(Because I'm happy)
Clap along if you feel like a room without a roof
(Because I'm happy)
Clap along if you feel like happiness is the truth
(Because I'm happy)
Clap along if you know what happiness is to you
(Because I'm happy)
Clap along if you feel like that's what you wanna do

(Happy, happy, happy, happy)
Bring me down_Ñ_
can't nothing_Ñ_
(Happy, happy, happy, happy)
Bring me down_Ñ_ my love is too high_Ñ_
(Happy, happy, happy, happy)
Bring me down_Ñ_ can't nothing_Ñ_
(Happy, happy, happy, happy)
Bring me down, I said

Because I'm happy
Clap along if you feel like a room without a roof
Because I'm happy
Clap along if you feel like happiness is the truth
Because I'm happy
Clap along if you know what happiness is to you
Because I'm happy
Clap along if you feel like that's what you wanna do

Because I'm happy
Clap along if you feel like a room without a roof
Because I'm happy
Clap along if you feel like happiness is the truth
Because I'm happy
Clap along if you know what happiness is to you
Because I'm happy
Clap along if you feel like that's what you wanna do
Come on! (Echoed)"

3.Happy- Pharrell Williams,2013,3,Happy, Pharrell Williams,happy,12/19/09,2009.0,Happy,happy,leona lewis,leona lewis,31.0,70.0,9.0,79.0,-9,https://embed.spotify.com/?uri=spotify:track:3SvipHGXjchT1ioKt7LwTr,3SvipHGXjchT1ioKt7LwTr,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=GB1100900743,"[u'dance pop', u'europop', u'neo mellow', u'pop', u'post-teen pop', u'r&b', u'talent show']",r&b,https://api.spotify.com/v1/audio-analysis/3SvipHGXjchT1ioKt7LwTr,0.644,0.0816,151.765,0.0529,0.469,0,4,0.34,0,241827,-4.921,0.234,1,"Someone once told me
That you have to choose
What you win or lose
You can't have everything

Don't you take chances
You might feel the pain
Don't you love in vain
'Cause love won't set you free

I could stand by the side
And watch this life pass me by
So unhappy
But safe as could be

So what if it hurts me?
So what it I break down?
So what if this world just throws me off the edge
My feet run out of ground
I gotta find my place
I wanna hear my sound
Don't care about all the pain in front of me
I'm just trying to be happy
I just wanna be happy, yeah

Holding on tightly
Just can't let it go
Just trying to play my role
Slowly disappear

But all these days
They feel like they're the same
Just different faces
Different names
Get me out of here

I can't stand by the side
Ooh, no
And watch this life pass me by
Pass me by

So what if it hurts me?
So what if I break down?
So what if this world just throws me off the edge?
My feet run out of ground
I gotta find my place
I wanna hear my sound
Don't care about all the pain in front of me
I'm just trying to be happy

Oh, happy
Oh

So many turns that I can't see
Like I'm a stranger on this road
But don't say victim
Don't say anything

So what if it hurts me?
So what if I break down?
So what if this world just throws me off the edge?
My feet run out of ground
I gotta find my place
I wanna hear my sound
Don't care about all the pain in front of me
I just wanna be happy
Happy
I just wanna be
Oh
I just wanna be
Happy
..."

3.Happy- Pharrell Williams,2013,3,Happy, Pharrell Williams,happy,11/2/02,2002.0,Happy,happy,ashanti,ashanti,8.0,32.0,23.0,45.0,-13,https://embed.spotify.com/?uri=spotify:track:6CbcdeTQKj0qTaZTt0xkdk,6CbcdeTQKj0qTaZTt0xkdk,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USDJM0400073,"[u'dance pop', u'deep pop r&b', u'hip hop', u'hip pop', u'indie r&b', u'neo soul', u'pop', u'pop rap', u'r&b', u'rap', u'southern hip hop', u'urban contemporary']",r&b,https://api.spotify.com/v1/audio-analysis/6CbcdeTQKj0qTaZTt0xkdk,0.508,0.062,89.473,0.029,0.263,3.76E-06,4,0.717,7,262560,-6.392,0.681,0,"Woo, ha ha right back at ya.
it's the world's most talented record label
Murder Inc.
And that angelic voice you hear in the backround,
oh that's our new princess of Hip Hop in R&B yo
Miss Ashanti.

Boy you fill me with so much joy
You give whatever it is I need
My love, here to stay, won't ever leave
So glad that you fell in love with me

My love is so good
That I wouldn't be without ya babe
Couldn't see me without ya babe
My love is so good
That I wouldn't be without ya babe
Couldn't see me without ya baby

All my life I've been searchin' for ya
Every day
So glad that I found ya boy
All my life I've been feelin' for ya
Every day
I'm so happy baby

Boy you got me feelin' so good
You take all my pain away from me
Without you around I couldn't be
And I know you fell in love with me

My love is so good
That I wouldn't be without ya babe
Couldn't see me without ya babe
My love is so good
That I wouldn't be without ya babe
Couldn't see me without ya baby

All my life I've been searchin' for ya
Every day
So glad that I found ya boy
All my life I've been feelin' for ya
Every day
I'm so happy baby

I'm so happy that I fell in love
I thank God he sent you from above
I'm so happy that I found someone
And I thank God he sent you from above

All my life I've been searchin' for ya
Every day
So glad that I found ya boy
All my life I've been feelin' for ya
Every day
I'm so happy baby

All my life I've been searchin' for ya
Every day
So glad that I found ya boy
All my life I've been feelin' for ya
